,location,total_sqft,bath,balcony,price,bedrooms
4022,Ahmedabad,484.39,3,0,121.69,1
4023,Ahmedabad,2456.36,4,3,462.55,3
4024,Kolkata,746.22,1,3,255.19,2
4025,Pune,2697.79,3,1,476.01,2
4026,Pune,1210.54,4,3,32.33,2
4027,Bangalore,421.77,3,1,415.27,1
4028,Kolkata,2266.18,1,1,474.29,2
4029,Delhi,1404.3,3,3,401.64,1
4031,Kolkata,2949.99,2,1,406.18,1
4032,Ahmedabad,1028.67,2,0,158.14,3
4033,Kolkata,1463.94,1,0,227.34,1
4034,Kolkata,2642.92,3,1,373.69,2
4035,Bangalore,4386.9,3,2,358.63,2
4036,Delhi,4247.37,4,2,214.31,1
4037,Mumbai,1381.79,4,2,380.68,4
4038,Bangalore,1818.32,4,2,117.16,4
4039,Pune,4147.23,1,3,103.88,3
4040,Mumbai,4695.02,2,1,111.06,4
4042,Hyderabad,1927.75,3,0,432.92,2
4044,Ahmedabad,3872.67,1,1,343.65,1
4045,Chennai,1131.13,2,3,369.25,1
4046,Delhi,3994.21,1,2,382.7,3
4047,Delhi,4235.15,3,2,204.58,3
4049,Hyderabad,2460.86,1,0,115.02,2
4050,Pune,2418.1,3,1,436.09,1
4051,Bangalore,3538.74,3,1,227.96,2
4052,Kolkata,3769.84,2,2,205.86,1
4054,Pune,3332.28,1,2,474.4,2
4055,Hyderabad,2576.64,2,0,468.06,1
4056,Pune,2432.91,1,0,201.89,1
4057,Delhi,3299.8,3,2,358.36,4
4058,Pune,2968.86,2,3,121.32,2
4059,Hyderabad,4729.42,3,0,346.62,1
4060,Mumbai,3837.87,3,1,423.63,1
4061,Kolkata,4986.26,4,1,126.14,2
4062,Chennai,2100.94,3,2,176.0,1
4064,Kolkata,2030.72,4,3,225.02,1
4065,Mumbai,4079.18,2,0,366.44,1
4066,Mumbai,2895.48,2,2,282.74,3
4068,Ahmedabad,2944.17,4,1,421.6,1
4069,Chennai,2810.35,4,2,384.08,1
4070,Bangalore,4973.37,3,0,85.38,2
4071,Kolkata,4845.77,4,0,112.08,2
4072,Mumbai,3335.83,2,3,90.99,1
4073,Bangalore,2029.74,4,2,138.61,4
4074,Kolkata,1659.31,2,0,397.43,3
4075,Pune,4359.82,3,1,410.37,1
4077,Bangalore,2457.21,4,2,306.27,2
4078,Bangalore,2833.26,1,3,140.0,2
4079,Chennai,4631.58,1,1,282.83,3
4080,Ahmedabad,3613.5,4,2,114.4,3
4082,Hyderabad,3617.09,2,0,431.84,1
4083,Kolkata,2195.71,3,1,118.67,2
4084,Pune,4342.47,3,1,99.59,2
4085,Pune,1425.62,4,1,64.52,4
4086,Delhi,3422.3,2,0,442.52,4
4087,Bangalore,1299.15,1,2,472.38,2
4088,Mumbai,2897.25,1,3,495.44,2
4090,Bangalore,1932.72,1,2,85.89,1
4091,Ahmedabad,3832.67,4,2,296.05,4
4092,Kolkata,2475.54,3,3,129.29,3
4093,Bangalore,740.96,1,1,24.56,1
4094,Delhi,2277.19,3,3,283.62,1
4095,Hyderabad,4058.09,3,2,220.17,1
4096,Chennai,3893.77,2,1,140.65,1
4097,Mumbai,4005.33,1,0,40.22,1
4099,Pune,2868.96,1,0,73.94,2
4101,Delhi,323.63,2,3,56.75,1
4102,Kolkata,4720.13,1,0,280.45,2
4103,Mumbai,3652.79,2,2,431.81,1
4105,Hyderabad,4002.58,4,1,95.26,3
4106,Mumbai,3770.45,4,2,300.08,2
4107,Pune,2768.29,4,2,176.63,2
4108,Pune,1282.05,1,1,53.73,2
4109,Hyderabad,1203.89,4,2,39.97,1
4110,Ahmedabad,1369.31,1,1,18.76,1
4111,Ahmedabad,2520.34,2,0,435.19,3
4112,Ahmedabad,462.08,2,3,83.57,1
4114,Hyderabad,2967.35,4,1,181.62,3
4115,Mumbai,4974.78,1,2,317.3,1
4116,Pune,3335.67,2,3,295.54,1
4117,Pune,1944.81,3,2,155.87,1
4118,Delhi,1781.92,2,1,77.56,3
4119,Kolkata,1665.07,1,3,316.32,4
4120,Kolkata,1766.3,2,0,198.27,2
4121,Delhi,3925.49,3,3,340.19,3
4122,Chennai,2671.71,1,0,227.02,3
4123,Kolkata,4970.58,4,3,335.57,1
4124,Delhi,1908.74,2,1,349.09,2
4125,Mumbai,2001.86,1,1,111.14,1
4128,Hyderabad,1251.49,4,2,382.63,1
4129,Mumbai,1299.68,2,3,418.48,1
4130,Kolkata,2564.85,4,3,400.74,2
4131,Hyderabad,4619.8,4,1,340.84,2
4132,Delhi,2828.84,4,1,272.66,2
4133,Chennai,3887.1,4,2,123.55,1
4134,Hyderabad,3992.99,1,2,404.18,3
4135,Chennai,1110.82,3,2,407.71,3
4136,Pune,4484.74,4,2,433.24,4
4138,Delhi,1877.56,4,0,395.9,2
4140,Delhi,4368.58,1,3,353.2,1
4142,Hyderabad,2260.87,4,2,247.98,1
4143,Mumbai,4045.07,4,3,242.06,4
4144,Kolkata,4998.31,4,0,254.26,2
4145,Ahmedabad,820.39,2,2,499.54,2
4146,Chennai,4550.66,2,3,182.31,1
4147,Mumbai,1989.84,2,2,389.34,4
4148,Chennai,1961.53,3,3,35.73,2
4149,Ahmedabad,4173.82,1,3,450.85,2
4150,Bangalore,3340.7,2,2,97.66,4
4151,Ahmedabad,1009.42,1,2,65.75,2
4152,Delhi,3167.4,4,2,314.52,3
4153,Mumbai,3907.02,4,2,328.15,2
4154,Hyderabad,649.89,1,0,289.06,2
4155,Hyderabad,1475.93,4,1,137.2,2
4156,Kolkata,2572.13,4,1,236.8,3
4157,Delhi,3667.24,1,0,238.14,2
4158,Pune,2037.09,2,2,80.22,4
4159,Ahmedabad,1466.14,1,2,452.62,3
4161,Bangalore,966.32,1,1,413.96,1
4162,Mumbai,4367.64,3,2,371.33,4
4163,Bangalore,3893.46,4,1,212.49,2
4164,Delhi,3981.76,1,1,184.05,4
4165,Mumbai,3009.59,3,0,54.34,2
4166,Mumbai,2926.64,4,0,83.25,3
4167,Hyderabad,917.78,4,2,449.86,1
4168,Hyderabad,2440.38,3,0,414.75,2
4169,Mumbai,4396.35,1,1,393.75,4
4170,Hyderabad,1978.42,2,2,349.22,2
4171,Mumbai,3034.74,3,0,499.46,4
4172,Hyderabad,911.78,3,1,139.37,1
4173,Delhi,3576.6,1,0,340.68,2
4174,Delhi,4232.98,4,0,144.11,3
4175,Chennai,415.14,3,1,381.77,1
4176,Hyderabad,4761.63,1,3,192.9,1
4177,Chennai,1926.67,2,1,139.07,1
4178,Chennai,3642.29,3,1,308.19,3
4179,Ahmedabad,3041.35,1,0,430.82,1
4180,Bangalore,4270.79,1,1,288.89,2
4181,Bangalore,4934.54,3,0,184.45,3
4182,Hyderabad,1879.7,3,0,396.26,1
4183,Delhi,1368.13,2,3,437.61,4
4184,Bangalore,4227.74,4,2,189.65,1
4186,Mumbai,1635.04,1,0,153.43,1
4187,Kolkata,2539.66,3,1,365.41,1
4188,Hyderabad,3220.57,3,2,378.45,4
4189,Kolkata,1414.3,3,0,242.46,2
4190,Mumbai,2958.14,3,0,368.24,2
4191,Pune,4262.62,1,3,299.26,1
4192,Mumbai,3410.75,4,1,238.07,2
4193,Pune,1894.54,2,3,331.46,3
4194,Ahmedabad,2313.11,2,1,111.01,1
4195,Pune,1268.42,1,3,454.67,1
4196,Delhi,869.92,1,2,56.79,1
4197,Ahmedabad,4316.67,1,2,88.81,4
4198,Mumbai,4045.11,4,1,288.84,2
4199,Mumbai,615.09,4,0,326.45,1
4200,Ahmedabad,613.17,4,3,94.98,1
4201,Delhi,3791.51,4,0,443.52,2
4202,Hyderabad,3308.96,1,1,209.9,1
4203,Hyderabad,1929.69,3,3,223.6,4
4204,Hyderabad,1641.32,4,2,431.94,1
4205,Delhi,3042.96,4,3,388.48,1
4206,Kolkata,2015.13,2,3,259.84,1
4208,Delhi,3170.88,1,0,358.96,2
4209,Bangalore,3395.59,2,3,146.91,4
4210,Kolkata,2633.15,3,1,47.3,2
4212,Mumbai,1316.1,2,3,216.75,3
4213,Kolkata,1852.01,3,3,145.36,1
4214,Bangalore,4295.42,2,0,128.64,3
4215,Pune,4043.36,3,0,192.94,2
4216,Chennai,2623.56,4,3,430.67,4
4217,Kolkata,642.32,3,1,328.79,2
4218,Bangalore,1525.4,4,3,336.15,2
4219,Chennai,4742.75,1,2,370.75,1
4220,Bangalore,2184.51,4,0,318.99,2
4222,Chennai,2620.82,3,0,251.1,2
4223,Ahmedabad,1352.41,4,3,285.33,3
4224,Chennai,4261.74,2,0,107.97,4
4225,Mumbai,3801.58,3,2,245.62,1
4226,Bangalore,4755.21,4,2,386.18,1
4227,Hyderabad,959.1,4,0,396.63,1
4228,Hyderabad,3345.11,1,0,260.99,4
4230,Bangalore,1795.1,3,0,403.87,1
4232,Delhi,4911.29,2,3,422.88,2
4233,Hyderabad,4104.63,4,1,139.2,4
4234,Pune,4136.48,2,1,272.75,2
4236,Bangalore,2210.19,2,0,56.42,2
4237,Bangalore,1311.17,4,3,435.07,1
4238,Hyderabad,2506.95,2,3,475.69,2
4239,Mumbai,2732.11,4,1,41.42,1
4240,Delhi,3982.69,3,0,277.94,1
4241,Kolkata,2476.04,4,0,352.21,3
4242,Hyderabad,2286.03,1,1,188.28,1
4243,Pune,4505.56,1,3,440.26,2
4244,Hyderabad,2721.72,1,0,99.07,3
4246,Pune,4847.42,3,0,426.38,2
4247,Hyderabad,4222.79,3,3,85.27,2
4248,Chennai,4863.44,2,3,66.98,1
4249,Hyderabad,4400.95,4,3,131.69,2
4250,Bangalore,4489.49,2,0,372.97,4
4251,Pune,1201.21,4,2,391.16,2
4252,Mumbai,1547.84,3,1,90.73,1
4253,Delhi,978.52,1,3,119.61,1
4254,Bangalore,1243.0,1,1,159.69,1
4255,Bangalore,1544.3,2,3,166.25,4
4256,Pune,4823.74,1,1,416.26,1
4257,Pune,3653.13,4,3,281.86,1
4259,Delhi,1620.51,3,1,42.46,1
4260,Delhi,4888.36,1,0,169.14,1
4261,Delhi,3973.98,2,1,349.06,3
4262,Pune,4183.69,3,0,351.8,4
4264,Chennai,2593.06,1,1,428.19,3
4267,Pune,3495.8,1,0,108.86,3
4269,Hyderabad,3359.35,1,0,310.45,1
4270,Bangalore,3790.86,1,0,305.18,1
4271,Delhi,4541.86,1,1,370.44,1
4272,Chennai,2442.88,4,1,101.18,3
4273,Bangalore,1757.74,3,1,493.5,4
4274,Mumbai,3704.83,4,0,397.83,2
4275,Pune,4744.37,2,0,454.19,4
4276,Hyderabad,4909.89,4,1,234.9,2
4277,Chennai,3052.13,4,1,282.28,4
4278,Hyderabad,2899.07,4,1,199.83,2
4279,Chennai,3186.26,3,3,207.59,2
4280,Hyderabad,3226.68,1,1,172.19,3
4281,Bangalore,4009.26,1,2,430.74,4
4282,Mumbai,4901.93,1,2,199.23,2
4283,Mumbai,1260.56,4,3,462.89,3
4284,Hyderabad,4644.49,3,1,125.83,2
4285,Hyderabad,864.33,3,3,135.78,1
4286,Chennai,3995.87,4,1,227.15,1
4287,Delhi,1726.03,4,2,463.12,3
4288,Pune,4140.31,3,0,207.13,4
4289,Pune,2593.81,1,2,36.1,2
4290,Chennai,575.98,4,3,155.67,1
4291,Delhi,647.61,1,0,195.46,1
4295,Hyderabad,2486.26,4,2,42.86,3
4296,Mumbai,792.52,3,2,63.76,2
4297,Hyderabad,400.35,1,0,67.58,1
4298,Delhi,2091.52,4,1,340.44,2
4299,Bangalore,3021.82,2,0,188.78,2
4300,Hyderabad,506.57,1,0,287.94,1
4301,Delhi,3490.07,3,0,496.27,1
4302,Pune,1059.53,4,1,190.95,3
4303,Pune,4336.55,1,3,129.79,1
4304,Hyderabad,4055.95,4,3,435.53,3
4305,Delhi,3441.95,4,2,290.71,1
4306,Bangalore,2085.6,1,3,366.51,1
4307,Ahmedabad,4403.52,1,1,264.32,1
4308,Hyderabad,764.43,4,2,79.5,1
4309,Delhi,2001.08,4,2,231.61,2
4310,Ahmedabad,2159.13,3,0,83.35,2
4311,Mumbai,3454.62,2,0,390.5,2
4312,Bangalore,2069.97,2,3,168.61,3
4313,Hyderabad,3803.19,2,0,316.01,4
4314,Bangalore,3989.16,1,3,236.05,4
4316,Kolkata,4295.62,3,1,162.53,3
4317,Kolkata,4664.42,4,2,498.14,1
4318,Ahmedabad,385.54,1,1,61.38,1
4319,Hyderabad,3882.46,4,1,268.88,4
4321,Chennai,2368.26,2,0,182.69,1
4322,Bangalore,4261.78,3,3,133.02,1
4323,Chennai,2955.63,4,0,129.11,1
4324,Mumbai,3877.04,1,3,184.67,4
4325,Bangalore,2271.93,3,3,23.95,1
4326,Bangalore,1414.71,2,3,37.95,2
4327,Delhi,2997.99,1,2,440.54,3
4328,Bangalore,3499.6,2,2,407.71,1
4330,Delhi,4881.59,4,2,262.87,4
4332,Hyderabad,1231.35,1,2,328.43,3
4333,Kolkata,4150.78,1,3,355.84,1
4334,Ahmedabad,3134.29,3,2,143.27,3
4335,Pune,593.08,3,0,268.96,1
4336,Ahmedabad,2137.85,2,2,105.2,4
4338,Bangalore,4869.91,2,3,219.67,3
4339,Mumbai,2805.34,1,1,222.34,4
4340,Hyderabad,1885.83,2,1,228.34,2
4341,Delhi,3313.24,3,3,145.46,1
4342,Kolkata,1131.88,4,3,72.73,2
4343,Chennai,4538.46,4,0,460.08,2
4344,Bangalore,3589.41,1,0,293.99,2
4345,Mumbai,3041.82,4,2,103.69,1
4346,Ahmedabad,4768.24,1,1,309.59,2
4347,Hyderabad,3016.32,2,0,45.62,3
4348,Hyderabad,3978.41,2,2,407.67,2
4349,Bangalore,3177.0,2,3,220.35,2
4350,Bangalore,1027.12,2,3,203.7,2
4352,Bangalore,4539.84,1,1,424.48,4
4353,Chennai,1238.31,3,0,290.79,3
4354,Pune,3466.0,3,1,250.39,2
4355,Pune,1697.88,1,3,266.06,3
4356,Pune,4543.21,2,0,348.79,1
4357,Ahmedabad,1077.01,3,3,391.91,2
4359,Pune,1992.96,1,2,333.09,1
4360,Ahmedabad,2505.5,1,1,406.5,4
4361,Hyderabad,984.18,3,2,182.16,2
4362,Chennai,2712.52,3,1,38.28,1
4363,Hyderabad,2263.07,2,3,203.81,1
4365,Chennai,1208.66,4,0,229.89,4
4366,Mumbai,2570.43,3,3,305.06,4
4367,Pune,2496.25,1,3,469.78,2
4368,Bangalore,1655.21,2,3,86.78,1
4369,Bangalore,3322.26,3,3,79.81,1
4370,Kolkata,2816.76,4,1,232.6,1
4371,Ahmedabad,4316.12,2,0,223.98,2
4372,Kolkata,3966.11,3,1,439.12,2
4373,Kolkata,1917.72,4,0,219.93,4
4374,Mumbai,3295.11,4,0,376.02,2
4375,Delhi,2280.59,1,1,418.62,2
4376,Bangalore,2786.3,3,2,369.82,4
4377,Delhi,3531.85,1,2,54.0,2
4378,Chennai,3987.92,4,2,490.33,3
4380,Kolkata,3295.94,2,0,181.94,3
4381,Bangalore,1836.59,4,1,136.98,1
4382,Delhi,858.38,1,1,352.19,1
4383,Chennai,2462.01,4,1,445.48,1
4385,Bangalore,3576.96,1,0,406.51,2
4386,Hyderabad,2703.74,4,1,437.13,2
4387,Hyderabad,2359.09,4,2,207.91,3
4388,Mumbai,1313.66,2,0,412.17,2
4389,Kolkata,4832.56,1,1,106.45,1
4390,Ahmedabad,3306.45,3,0,148.05,4
4391,Delhi,2544.68,4,2,206.04,3
4392,Bangalore,3854.3,1,2,96.79,2
4393,Chennai,2500.12,1,1,405.71,2
4394,Chennai,2752.06,2,2,481.21,4
4395,Bangalore,3521.68,2,2,386.58,1
4397,Bangalore,3196.16,1,3,114.07,3
4399,Kolkata,3873.86,2,0,59.0,3
4400,Hyderabad,4692.22,4,2,302.8,4
4401,Chennai,4647.06,2,1,429.44,2
4402,Bangalore,4210.01,2,3,76.69,4
4403,Pune,1974.0,4,3,338.3,1
4404,Hyderabad,3189.25,3,0,323.05,2
4405,Hyderabad,4604.56,4,1,274.93,1
4407,Bangalore,4501.13,4,0,285.52,2
4408,Pune,3819.09,4,3,478.91,1
4409,Delhi,2967.58,3,3,64.93,3
4410,Pune,4728.05,1,1,167.83,2
4412,Mumbai,2949.37,4,1,126.45,2
4413,Mumbai,1609.74,4,1,18.72,2
4414,Hyderabad,4288.16,1,0,76.16,1
4415,Hyderabad,4261.15,2,3,269.04,1
4416,Pune,4344.07,2,0,361.76,1
4417,Delhi,1795.09,1,3,442.0,1
4418,Mumbai,3567.24,4,2,326.42,4
4419,Pune,3143.77,2,1,241.24,2
4420,Hyderabad,3933.99,1,3,205.39,2
4421,Delhi,1774.05,1,3,123.52,4
4422,Mumbai,4672.01,1,2,452.85,2
4424,Delhi,2423.17,3,3,374.59,2
4425,Hyderabad,709.67,2,3,185.91,1
4427,Mumbai,2223.31,4,3,238.89,2
4428,Bangalore,4895.73,2,0,401.24,4
4430,Pune,1131.4,3,0,128.74,1
4431,Hyderabad,3192.92,3,2,379.56,1
4432,Kolkata,621.83,3,1,439.15,1
4433,Delhi,2417.6,2,1,290.19,1
4434,Hyderabad,1105.29,2,1,163.0,2
4435,Pune,1238.94,2,3,64.24,1
4436,Pune,1975.46,1,3,62.33,1
4437,Bangalore,3055.81,2,0,483.18,3
4438,Pune,4154.09,1,3,197.61,2
4439,Bangalore,3612.63,3,0,82.72,2
4440,Delhi,751.76,4,1,299.44,1
4441,Chennai,4769.4,3,0,415.35,2
4442,Hyderabad,4210.95,4,3,147.28,2
4443,Ahmedabad,1722.23,4,3,457.06,2
4444,Mumbai,1577.36,1,3,425.92,3
4445,Ahmedabad,4555.69,3,0,221.65,2
4446,Delhi,3823.24,1,2,230.63,4
4448,Mumbai,894.28,4,2,157.75,2
4449,Ahmedabad,4635.51,2,1,474.97,2
4452,Bangalore,1693.74,1,0,268.19,4
4455,Hyderabad,3502.68,4,3,247.14,4
4456,Mumbai,2667.33,4,3,165.46,1
4457,Chennai,2003.89,4,0,492.24,1
4458,Ahmedabad,4931.32,4,0,475.0,2
4459,Delhi,3165.61,2,2,200.98,2
4461,Hyderabad,3027.47,4,2,84.11,1
4462,Ahmedabad,1116.08,1,1,427.33,1
4465,Bangalore,1681.97,2,3,72.83,2
4466,Delhi,3533.5,3,1,459.36,2
4467,Kolkata,1908.22,3,0,485.37,1
4468,Chennai,4876.61,2,3,236.04,3
4469,Delhi,2130.88,2,1,126.81,3
4470,Chennai,1061.37,3,2,179.67,1
4471,Chennai,2975.18,4,1,254.71,1
4472,Hyderabad,671.62,4,0,427.43,2
4473,Pune,777.76,2,1,322.39,2
4474,Delhi,4355.18,3,0,374.08,2
4475,Delhi,1048.95,4,1,58.75,1
4476,Kolkata,2681.4,3,0,382.78,2
4477,Delhi,937.76,4,2,277.05,1
4478,Pune,978.27,3,1,71.9,1
4480,Pune,4302.15,1,2,379.57,3
4481,Hyderabad,335.96,3,1,131.02,1
4482,Chennai,2707.47,4,3,215.54,2
4484,Bangalore,683.7,1,2,59.52,1
4485,Delhi,3106.22,1,0,61.79,1
4486,Ahmedabad,4436.76,4,3,195.52,2
4487,Mumbai,2724.46,2,2,103.66,1
4488,Mumbai,1449.56,4,2,472.62,1
4490,Ahmedabad,4392.73,3,3,497.56,2
4492,Hyderabad,1052.74,2,3,115.29,2
4493,Bangalore,3216.21,3,3,223.36,2
4494,Ahmedabad,988.56,1,2,252.46,2
4495,Delhi,2949.97,2,1,291.87,2
4496,Chennai,4087.66,1,2,252.27,1
4497,Hyderabad,640.69,1,0,118.85,1
4498,Ahmedabad,1901.05,2,3,47.51,2
4499,Bangalore,2918.44,3,1,86.98,1
4500,Delhi,3046.71,1,0,152.25,2
4501,Chennai,3171.47,1,1,359.61,1
4502,Bangalore,2888.89,4,0,196.24,1
4503,Bangalore,2768.02,2,2,301.42,2
4504,Delhi,1234.77,2,3,305.21,4
4505,Kolkata,4711.55,3,2,68.85,2
4506,Ahmedabad,3139.6,2,0,258.46,1
4507,Kolkata,1283.86,3,3,136.99,3
4508,Delhi,4088.71,3,2,252.1,2
4509,Hyderabad,1557.12,1,2,19.04,1
4510,Kolkata,1281.93,3,2,394.88,1
4511,Mumbai,4706.36,1,0,154.59,1
4512,Kolkata,3980.42,3,2,464.46,1
4514,Mumbai,3099.8,3,1,367.96,2
4515,Mumbai,3882.97,2,2,383.89,4
4516,Mumbai,2931.65,1,3,69.79,2
4517,Kolkata,4194.28,4,1,277.63,4
4518,Mumbai,2249.19,1,1,384.98,2
4519,Pune,4749.17,3,3,167.73,2
4521,Kolkata,1697.76,4,2,498.62,1
4522,Pune,2246.69,1,0,327.52,1
4523,Kolkata,2570.52,3,2,450.33,2
4524,Mumbai,3456.3,4,3,104.96,2
4525,Ahmedabad,2409.47,1,2,154.75,4
4526,Chennai,2132.19,4,2,21.63,3
4527,Chennai,1088.61,1,0,128.51,3
4528,Mumbai,4565.8,3,3,99.36,1
4529,Delhi,2183.6,1,3,349.12,3
4530,Bangalore,4867.67,1,0,375.4,4
4531,Mumbai,1764.89,1,2,347.06,2
4532,Chennai,3148.49,2,1,238.55,2
4533,Chennai,2536.07,4,0,130.63,1
4534,Bangalore,2327.11,4,2,74.64,1
4536,Ahmedabad,4032.54,4,1,219.68,1
4537,Delhi,1028.13,3,0,415.08,1
4538,Hyderabad,2903.74,4,3,237.11,3
4539,Delhi,4807.25,2,2,118.3,4
4540,Ahmedabad,3515.94,4,3,454.24,1
4541,Chennai,2249.17,3,2,220.37,3
4542,Bangalore,1249.2,1,3,349.26,2
4543,Chennai,2778.13,4,2,77.3,1
4544,Delhi,4679.73,2,2,120.99,1
4545,Chennai,1436.67,3,2,142.19,4
4546,Bangalore,3001.46,2,2,74.18,4
4547,Hyderabad,3999.76,2,0,109.26,1
4548,Pune,1358.64,3,1,319.48,4
4549,Pune,1660.62,2,2,38.18,4
4550,Hyderabad,1914.56,3,0,131.36,4
4551,Pune,1092.8,1,0,414.47,2
4552,Chennai,4946.38,3,0,88.67,3
4553,Chennai,3312.27,4,1,355.09,1
4554,Ahmedabad,3788.66,4,0,65.43,3
4555,Mumbai,3468.8,1,1,57.04,3
4556,Hyderabad,4130.28,2,3,107.98,1
4557,Kolkata,3762.71,4,2,254.5,4
4558,Chennai,4104.76,4,3,329.39,4
4559,Ahmedabad,4259.89,2,2,317.58,3
4560,Pune,1044.23,3,3,454.12,2
4561,Ahmedabad,1701.85,3,2,166.64,4
4563,Kolkata,2047.92,4,2,98.82,1
4564,Chennai,3990.74,3,0,475.54,1
4565,Hyderabad,609.07,1,2,329.51,2
4566,Mumbai,1307.74,3,3,482.81,1
4567,Ahmedabad,3977.77,2,3,285.11,3
4568,Bangalore,2773.42,3,2,103.6,2
4569,Bangalore,1170.62,3,2,129.64,1
4570,Mumbai,2055.8,1,2,345.49,4
4571,Hyderabad,4344.15,1,0,221.51,1
4572,Kolkata,3695.9,1,0,230.98,2
4573,Bangalore,2359.11,1,0,223.35,3
4575,Ahmedabad,4870.94,2,0,374.13,4
4576,Ahmedabad,4330.78,2,1,443.65,4
4577,Delhi,2577.43,4,3,479.36,2
4578,Chennai,4265.26,1,0,128.83,4
4579,Chennai,1548.64,2,2,480.26,1
4580,Ahmedabad,4411.73,3,1,459.26,3
4581,Mumbai,2116.12,2,2,30.21,4
4582,Hyderabad,1090.3,4,2,136.72,1
4583,Delhi,2821.12,4,3,486.04,1
4584,Hyderabad,3708.59,4,3,234.29,4
4585,Pune,643.42,1,0,419.05,2
4586,Chennai,4286.25,3,3,278.51,2
4587,Mumbai,1108.35,4,0,89.41,2
4588,Mumbai,631.05,3,2,270.57,1
4589,Bangalore,4566.48,2,2,242.69,1
4590,Hyderabad,4480.3,1,1,247.52,1
4591,Ahmedabad,3262.89,3,0,210.69,4
4592,Mumbai,3477.41,3,0,79.15,2
4593,Chennai,3689.15,2,3,447.55,4
4594,Kolkata,4914.39,3,3,280.38,1
4595,Mumbai,1097.63,1,2,31.25,1
4596,Bangalore,4318.96,3,2,217.66,2
4597,Delhi,4095.17,1,1,234.42,4
4598,Hyderabad,3407.86,4,1,235.65,1
4599,Chennai,2232.88,1,1,258.89,2
4600,Mumbai,4019.92,3,0,368.74,1
4601,Chennai,1016.98,4,2,484.55,3
4602,Hyderabad,2496.8,1,2,101.89,1
4603,Mumbai,2032.44,2,1,86.05,1
4604,Delhi,2871.88,3,2,428.66,2
4605,Kolkata,2008.77,2,3,35.2,2
4606,Hyderabad,4550.1,1,1,130.31,1
4607,Delhi,1536.37,4,0,415.51,2
4608,Hyderabad,2521.52,3,2,231.06,2
4609,Hyderabad,2289.47,2,3,334.15,1
4610,Ahmedabad,637.86,1,3,294.81,2
4611,Mumbai,1049.67,3,2,281.5,1
4612,Ahmedabad,2492.92,3,3,379.97,1
4615,Chennai,2923.48,4,2,439.04,4
4616,Chennai,4001.98,1,1,421.98,1
4617,Pune,2007.53,2,1,340.03,3
4619,Kolkata,1816.89,2,0,287.46,2
4620,Chennai,1013.33,1,2,376.51,1
4621,Bangalore,2729.98,2,2,364.67,4
4622,Pune,1768.1,2,3,277.28,1
4623,Chennai,1022.87,4,3,238.74,2
4624,Delhi,2500.15,2,2,158.82,3
4626,Mumbai,1344.3,3,2,349.5,1
4627,Bangalore,1942.17,1,0,439.15,3
4628,Mumbai,3094.9,1,2,465.39,1
4629,Delhi,2665.85,4,0,89.0,2
4631,Bangalore,3194.19,2,3,204.62,2
4632,Delhi,841.37,3,2,292.16,2
4633,Mumbai,4099.41,1,0,69.47,2
4634,Chennai,3441.07,3,3,360.04,3
4635,Ahmedabad,3124.95,1,0,99.86,2
4636,Delhi,1757.36,4,2,375.36,2
4637,Chennai,4327.42,1,2,216.81,1
4638,Pune,3757.1,4,1,43.33,2
4640,Mumbai,3900.59,3,2,351.92,2
4642,Mumbai,2319.27,2,0,55.02,1
4643,Chennai,3533.14,4,3,36.33,2
4645,Pune,3778.56,2,3,95.09,2
4646,Mumbai,4870.69,1,0,422.64,1
4647,Chennai,2488.78,4,1,97.48,4
4648,Kolkata,3105.51,1,2,55.27,1
4649,Pune,1632.48,1,0,220.53,3
4650,Chennai,3195.28,3,2,475.67,4
4651,Ahmedabad,3587.85,3,0,135.19,3
4652,Pune,2890.95,1,3,496.48,1
4653,Mumbai,2846.02,3,1,98.42,1
4654,Bangalore,3990.09,1,3,417.16,2
4655,Chennai,4450.4,1,0,353.72,3
4658,Bangalore,1775.11,4,1,257.19,4
4659,Mumbai,4849.95,4,1,394.05,3
4660,Bangalore,2975.14,2,0,427.68,1
4661,Mumbai,1265.68,4,1,107.4,4
4662,Bangalore,1631.59,2,3,334.5,3
4663,Mumbai,1501.9,3,2,113.53,4
4664,Chennai,2508.84,2,3,313.42,4
4667,Bangalore,3698.84,4,0,319.26,3
4668,Pune,3714.13,4,2,264.66,1
4670,Bangalore,1250.66,2,0,101.86,2
4671,Mumbai,1643.35,1,0,263.36,2
4672,Chennai,3029.68,3,2,362.26,1
4674,Mumbai,3276.22,2,3,147.0,3
4675,Bangalore,1044.31,2,0,249.58,2
4676,Bangalore,1478.32,1,0,252.44,2
4677,Chennai,4362.25,4,3,93.43,3
4678,Chennai,2817.92,1,3,461.3,2
4679,Ahmedabad,2389.4,3,0,134.95,1
4680,Ahmedabad,2691.39,1,0,430.36,3
4681,Bangalore,4296.72,1,3,299.25,3
4682,Hyderabad,4198.7,4,3,318.97,1
4683,Delhi,3344.99,2,3,94.57,3
4684,Pune,3385.98,3,2,469.43,1
4686,Pune,3330.29,2,0,65.98,3
4687,Chennai,4342.18,1,3,275.93,2
4688,Hyderabad,1616.0,2,0,396.8,1
4689,Bangalore,2062.91,1,2,291.78,1
4690,Delhi,3943.48,4,3,233.55,2
4691,Pune,3052.28,3,3,365.82,1
4692,Hyderabad,4377.27,2,3,449.28,4
4694,Ahmedabad,2507.26,1,1,75.94,2
