area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up Area,Under Construction,Delhi,4 BHK,Luxury Enclave,4212.76,3,3,256.03
Carpet Area,Under Construction,Hyderabad,4 BHK,Sunrise Residency,4900.9,1,0,406.52
Built-up Area,Immediate Possession,Hyderabad,3 BHK,Green Heights,1709.02,4,3,378.31
Built-up Area,Under Construction,Mumbai,1 BHK,Luxury Enclave,4541.33,3,1,30.39
Plot Area,Under Construction,Hyderabad,2 BHK,Oceanic Towers,4581.27,1,2,432.52
Built-up Area,Ready To Move,Chennai,2 RK,Luxury Enclave,1329.35,4,1,15.3
Super built-up Area,Immediate Possession,Ahmedabad,3 BHK,Skyline View,2701.2,4,3,323.15
Built-up Area,Ready To Move,Kolkata,2 BHK,Green Heights,635.3,1,0,93.28
Carpet Area,Immediate Possession,Chennai,2 BHK,Dream Homes,1952.66,1,3,244.51
Carpet Area,Immediate Possession,Hyderabad,1 BHK,Luxury Enclave,4682.55,4,3,392.35
Built-up Area,Under Construction,Chennai,2 RK,Dream Homes,326.78,1,2,287.62
Built-up Area,Ready To Move,Delhi,2 RK,Sunrise Residency,4148.42,2,1,159.12
Super built-up Area,Ready To Move,Bangalore,2 BHK,Dream Homes,1355.6,2,3,461.88
Plot Area,Immediate Possession,Pune,1 RK,Luxury Enclave,2316.83,4,3,282.2
Carpet Area,Immediate Possession,Bangalore,2 RK,Sunrise Residency,2587.0,3,3,459.1
Carpet Area,Immediate Possession,Chennai,3 BHK,Skyline View,3788.27,4,3,407.75
Built-up Area,Under Construction,Kolkata,1 RK,Green Heights,2833.01,4,1,462.5
Super built-up Area,Ready To Move,Mumbai,3 BHK,Luxury Enclave,2134.61,3,2,297.86
Built-up Area,Immediate Possession,Delhi,1 RK,Green Heights,1109.66,2,3,455.17
Plot Area,Under Construction,Kolkata,2 BHK,Dream Homes,1875.33,1,3,45.28
Super built-up Area,Under Construction,Delhi,4 BHK,Skyline View,2037.17,1,1,457.92
Built-up Area,Under Construction,Pune,2 RK,Oceanic Towers,2061.02,2,2,61.45
Plot Area,Ready To Move,Ahmedabad,2 RK,Sunrise Residency,505.91,4,3,344.14
Built-up Area,Ready To Move,Bangalore,2 BHK,Palm Meadows,2635.15,2,3,188.96
Carpet Area,Immediate Possession,Pune,3 BHK,Green Heights,2533.78,1,1,488.86
Super built-up Area,Immediate Possession,Kolkata,1 RK,Dream Homes,3637.46,2,3,94.56
Carpet Area,Under Construction,Bangalore,2 RK,Sunrise Residency,4814.12,4,1,199.61
Plot Area,Ready To Move,Delhi,4 BHK,Oceanic Towers,3678.28,4,2,386.67
Super built-up Area,Under Construction,Pune,3 BHK,Luxury Enclave,1141.62,1,2,220.14
Built-up Area,Under Construction,Bangalore,2 RK,Palm Meadows,3764.93,2,1,203.1
Carpet Area,Ready To Move,Bangalore,4 BHK,Green Heights,4189.43,2,1,15.29
Super built-up Area,Ready To Move,Ahmedabad,1 BHK,Sunrise Residency,3118.58,1,0,458.5
Built-up Area,Ready To Move,Hyderabad,1 BHK,Dream Homes,909.99,2,2,391.04
Plot Area,Ready To Move,Bangalore,4 BHK,Dream Homes,3243.4,4,3,201.19
Plot Area,Immediate Possession,Bangalore,1 RK,Oceanic Towers,506.23,3,1,446.77
Super built-up Area,Under Construction,Chennai,4 BHK,Sunrise Residency,1951.22,4,2,234.36
Super built-up Area,Immediate Possession,Mumbai,2 RK,Palm Meadows,4593.71,3,0,472.34
Plot Area,Ready To Move,Hyderabad,2 BHK,Green Heights,3999.56,1,0,394.46
Plot Area,Ready To Move,Delhi,1 BHK,Skyline View,4410.26,2,2,359.76
Super built-up Area,Ready To Move,Pune,1 RK,Oceanic Towers,4958.77,1,0,247.92
Carpet Area,Immediate Possession,Chennai,3 BHK,Green Heights,1790.65,2,0,410.96
Plot Area,Ready To Move,Hyderabad,1 BHK,Green Heights,2830.17,2,0,206.16
Carpet Area,Under Construction,Hyderabad,3 BHK,Sunrise Residency,634.94,1,0,296.34
Plot Area,Ready To Move,Chennai,1 RK,Dream Homes,4177.21,3,0,116.59
Built-up Area,Under Construction,Delhi,3 BHK,Sunrise Residency,4915.82,4,2,354.14
Super built-up Area,Under Construction,Mumbai,2 BHK,Skyline View,3699.07,1,1,262.61
Carpet Area,Immediate Possession,Bangalore,1 RK,Skyline View,1827.86,2,0,484.27
Built-up Area,Immediate Possession,Chennai,1 RK,Dream Homes,3872.39,2,1,15.61
Super built-up Area,Immediate Possession,Ahmedabad,2 BHK,Skyline View,2668.9,4,2,349.24
Super built-up Area,Under Construction,Ahmedabad,3 BHK,Green Heights,3961.53,3,0,351.4
Super built-up Area,Immediate Possession,Pune,4 BHK,Luxury Enclave,3612.24,1,2,340.44
Super built-up Area,Ready To Move,Bangalore,4 BHK,Dream Homes,3565.81,1,3,439.09
Plot Area,Under Construction,Ahmedabad,4 BHK,Palm Meadows,4519.06,4,3,121.55
Super built-up Area,Ready To Move,Kolkata,1 BHK,Green Heights,1509.95,3,2,83.83
Built-up Area,Under Construction,Chennai,4 BHK,Oceanic Towers,1477.3,2,1,309.79
Carpet Area,Immediate Possession,Delhi,1 RK,Skyline View,2803.17,3,3,432.92
Carpet Area,Under Construction,Hyderabad,1 RK,Green Heights,1037.23,4,3,94.9
Carpet Area,Immediate Possession,Kolkata,4 BHK,Dream Homes,1022.4,1,0,136.75
Plot Area,Ready To Move,Bangalore,1 BHK,Luxury Enclave,3646.99,1,1,95.21
Super built-up Area,Ready To Move,Pune,3 BHK,Skyline View,3683.96,3,1,471.05
Super built-up Area,Ready To Move,Hyderabad,2 RK,Dream Homes,1619.34,4,1,307.6
Super built-up Area,Immediate Possession,Bangalore,3 BHK,Luxury Enclave,2409.71,4,1,447.81
Plot Area,Immediate Possession,Pune,2 RK,Luxury Enclave,2374.26,2,3,221.0
Carpet Area,Immediate Possession,Ahmedabad,1 BHK,Luxury Enclave,1483.75,3,0,123.53
Built-up Area,Ready To Move,Ahmedabad,4 BHK,Oceanic Towers,2071.82,2,1,190.69
Built-up Area,Immediate Possession,Bangalore,4 BHK,Dream Homes,2767.59,3,3,209.51
Built-up Area,Immediate Possession,Bangalore,3 BHK,Palm Meadows,4480.45,1,2,462.34
Built-up Area,Immediate Possession,Kolkata,2 BHK,Palm Meadows,1653.39,1,3,80.16
Carpet Area,Under Construction,Chennai,2 RK,Palm Meadows,994.75,4,3,88.91
Super built-up Area,Immediate Possession,Mumbai,2 RK,Skyline View,1136.79,1,3,60.7
Super built-up Area,Ready To Move,Hyderabad,3 BHK,Palm Meadows,566.67,2,0,319.26
Super built-up Area,Ready To Move,Delhi,4 BHK,Dream Homes,3428.19,2,2,216.01
Super built-up Area,Ready To Move,Delhi,2 BHK,Oceanic Towers,4229.47,3,2,369.59
Carpet Area,Immediate Possession,Chennai,2 BHK,Palm Meadows,3921.24,4,0,402.02
Plot Area,Immediate Possession,Chennai,1 RK,Green Heights,3219.63,2,1,42.05
Built-up Area,Ready To Move,Chennai,1 RK,Oceanic Towers,1396.31,2,1,239.19
Carpet Area,Ready To Move,Hyderabad,3 BHK,Palm Meadows,433.32,2,3,347.24
Carpet Area,Immediate Possession,Bangalore,4 BHK,Sunrise Residency,3301.39,4,1,23.83
Carpet Area,Under Construction,Chennai,1 RK,Sunrise Residency,4275.68,1,1,146.51
Super built-up Area,Immediate Possession,Mumbai,4 BHK,Oceanic Towers,4831.88,3,1,218.45
Super built-up Area,Under Construction,Bangalore,3 BHK,Oceanic Towers,4222.71,2,0,135.5
Built-up Area,Under Construction,Pune,2 BHK,Oceanic Towers,872.96,3,0,452.01
Super built-up Area,Under Construction,Bangalore,4 BHK,Sunrise Residency,4130.83,2,2,372.07
Plot Area,Under Construction,Delhi,2 RK,Oceanic Towers,4420.1,1,0,176.18
Super built-up Area,Ready To Move,Ahmedabad,2 RK,Oceanic Towers,4321.39,3,0,275.52
Super built-up Area,Ready To Move,Ahmedabad,2 BHK,Oceanic Towers,2018.4,2,3,438.53
Super built-up Area,Under Construction,Delhi,1 BHK,Skyline View,634.57,3,1,84.04
Super built-up Area,Under Construction,Delhi,4 BHK,Dream Homes,1623.25,4,0,365.76
Carpet Area,Under Construction,Hyderabad,2 RK,Green Heights,2481.01,1,2,488.25
Carpet Area,Under Construction,Hyderabad,2 BHK,Oceanic Towers,3186.87,3,2,221.51
Carpet Area,Immediate Possession,Bangalore,1 BHK,Sunrise Residency,1246.89,2,3,20.7
Built-up Area,Ready To Move,Ahmedabad,1 BHK,Green Heights,3493.79,4,2,283.17
Super built-up Area,Ready To Move,Pune,4 BHK,Luxury Enclave,2124.85,2,3,403.71
Carpet Area,Ready To Move,Delhi,2 BHK,Green Heights,1110.17,2,1,292.2
Plot Area,Immediate Possession,Bangalore,2 RK,Palm Meadows,1012.73,2,3,349.35
Super built-up Area,Under Construction,Bangalore,1 RK,Sunrise Residency,4562.48,3,3,391.13
Plot Area,Immediate Possession,Hyderabad,4 BHK,Sunrise Residency,3181.3,4,1,167.4
Plot Area,Ready To Move,Delhi,4 BHK,Dream Homes,4374.98,3,3,177.08
Built-up Area,Ready To Move,Kolkata,2 RK,Green Heights,2649.92,4,1,307.25
Carpet Area,Ready To Move,Mumbai,1 RK,Green Heights,3335.14,3,1,47.9
Super built-up Area,Immediate Possession,Delhi,4 BHK,Green Heights,592.05,3,0,64.85
Built-up Area,Ready To Move,Ahmedabad,1 RK,Dream Homes,3664.81,4,1,342.83
Super built-up Area,Immediate Possession,Mumbai,3 BHK,Oceanic Towers,2588.19,4,2,190.08
Built-up Area,Immediate Possession,Mumbai,3 BHK,Skyline View,2056.65,3,3,401.56
Plot Area,Immediate Possession,Kolkata,1 BHK,Dream Homes,2404.49,3,1,381.71
Plot Area,Ready To Move,Ahmedabad,4 BHK,Sunrise Residency,4768.55,4,0,404.93
Built-up Area,Under Construction,Hyderabad,1 RK,Palm Meadows,2370.55,2,0,283.5
Carpet Area,Ready To Move,Mumbai,1 BHK,Luxury Enclave,2604.3,3,1,35.83
Built-up Area,Immediate Possession,Chennai,2 BHK,Palm Meadows,387.99,2,1,417.75
Plot Area,Ready To Move,Pune,1 BHK,Oceanic Towers,838.99,2,2,56.75
Plot Area,Immediate Possession,Delhi,2 BHK,Skyline View,3297.92,1,3,175.61
Carpet Area,Immediate Possession,Delhi,2 BHK,Palm Meadows,3474.43,3,3,316.03
Super built-up Area,Immediate Possession,Pune,1 BHK,Dream Homes,4099.59,4,2,238.8
Plot Area,Ready To Move,Delhi,1 RK,Palm Meadows,4235.82,4,0,264.37
Super built-up Area,Immediate Possession,Ahmedabad,1 RK,Palm Meadows,3787.84,3,1,187.01
Plot Area,Under Construction,Bangalore,1 RK,Sunrise Residency,1198.57,1,1,179.76
Carpet Area,Ready To Move,Delhi,4 BHK,Skyline View,887.9,2,3,444.95
Built-up Area,Immediate Possession,Delhi,1 BHK,Luxury Enclave,3194.0,1,2,260.19
Super built-up Area,Immediate Possession,Ahmedabad,4 BHK,Palm Meadows,1688.52,3,3,329.53
Carpet Area,Ready To Move,Chennai,2 RK,Skyline View,4785.11,2,0,199.17
Super built-up Area,Immediate Possession,Kolkata,1 BHK,Oceanic Towers,4401.42,4,1,44.09
Plot Area,Immediate Possession,Bangalore,1 RK,Palm Meadows,2522.7,4,1,479.14
Super built-up Area,Immediate Possession,Hyderabad,1 RK,Sunrise Residency,1330.01,2,1,399.57
Built-up Area,Immediate Possession,Chennai,2 RK,Luxury Enclave,4105.7,4,2,204.85
Plot Area,Ready To Move,Delhi,2 RK,Dream Homes,4744.04,3,1,47.19
Carpet Area,Under Construction,Delhi,2 BHK,Luxury Enclave,1220.42,1,2,40.51
Carpet Area,Immediate Possession,Kolkata,2 BHK,Oceanic Towers,1899.13,4,3,67.86
Built-up Area,Under Construction,Mumbai,1 BHK,Dream Homes,4998.59,4,3,309.36
Super built-up Area,Ready To Move,Hyderabad,1 RK,Skyline View,1102.73,4,1,243.77
Built-up Area,Ready To Move,Ahmedabad,1 BHK,Luxury Enclave,691.62,2,2,384.49
Super built-up Area,Ready To Move,Ahmedabad,2 BHK,Green Heights,1620.94,1,3,486.85
Built-up Area,Under Construction,Chennai,4 BHK,Luxury Enclave,1628.25,2,3,163.68
Carpet Area,Ready To Move,Kolkata,1 BHK,Green Heights,868.08,4,0,174.1
Plot Area,Immediate Possession,Mumbai,2 BHK,Sunrise Residency,4404.75,3,3,42.47
Super built-up Area,Under Construction,Hyderabad,2 RK,Luxury Enclave,1649.53,1,2,79.69
Plot Area,Under Construction,Bangalore,4 BHK,Sunrise Residency,2575.76,3,3,283.03
Plot Area,Under Construction,Chennai,1 BHK,Skyline View,3339.99,1,3,334.8
Plot Area,Ready To Move,Ahmedabad,2 RK,Green Heights,348.91,3,0,299.23
Built-up Area,Ready To Move,Ahmedabad,3 BHK,Oceanic Towers,1034.53,1,3,270.05
Super built-up Area,Ready To Move,Delhi,1 RK,Green Heights,977.56,1,1,94.39
Carpet Area,Immediate Possession,Delhi,2 RK,Palm Meadows,4636.01,1,3,398.73
Plot Area,Under Construction,Pune,1 RK,Luxury Enclave,989.74,2,1,411.55
Carpet Area,Ready To Move,Delhi,2 BHK,Oceanic Towers,1399.0,4,2,134.14
Plot Area,Ready To Move,Hyderabad,1 RK,Oceanic Towers,1720.93,3,3,14.38
Super built-up Area,Immediate Possession,Hyderabad,1 BHK,Luxury Enclave,4856.03,2,0,138.28
Plot Area,Under Construction,Kolkata,3 BHK,Dream Homes,3597.3,2,2,135.12
Built-up Area,Ready To Move,Bangalore,3 BHK,Green Heights,1832.58,1,0,190.3
Super built-up Area,Immediate Possession,Chennai,3 BHK,Palm Meadows,4619.68,2,3,275.68
Built-up Area,Under Construction,Hyderabad,1 RK,Green Heights,2011.22,3,3,328.44
Super built-up Area,Ready To Move,Bangalore,1 BHK,Sunrise Residency,2163.67,4,1,477.74
Super built-up Area,Immediate Possession,Chennai,2 BHK,Dream Homes,1426.45,1,0,455.28
Carpet Area,Ready To Move,Chennai,1 RK,Palm Meadows,4475.52,3,1,298.1
Plot Area,Ready To Move,Pune,1 RK,Dream Homes,4009.44,3,1,341.69
Plot Area,Ready To Move,Kolkata,1 RK,Sunrise Residency,4805.48,3,0,468.88
Carpet Area,Ready To Move,Chennai,1 RK,Dream Homes,2668.24,1,3,362.63
Carpet Area,Ready To Move,Pune,2 RK,Dream Homes,3800.37,4,2,281.68
Plot Area,Ready To Move,Kolkata,3 BHK,Luxury Enclave,1211.3,3,3,66.13
Plot Area,Ready To Move,Chennai,1 RK,Skyline View,4883.74,2,2,187.35
Built-up Area,Immediate Possession,Kolkata,1 BHK,Luxury Enclave,1910.49,3,2,58.81
Carpet Area,Immediate Possession,Chennai,2 RK,Sunrise Residency,3229.62,4,0,15.91
Built-up Area,Under Construction,Ahmedabad,2 RK,Luxury Enclave,2741.26,1,1,388.69
Plot Area,Immediate Possession,Pune,3 BHK,Green Heights,2950.16,3,1,10.08
Carpet Area,Under Construction,Kolkata,1 RK,Dream Homes,3146.57,1,2,79.46
Super built-up Area,Under Construction,Pune,4 BHK,Sunrise Residency,1769.45,1,3,210.73
Carpet Area,Ready To Move,Bangalore,1 RK,Skyline View,937.79,3,2,281.17
Carpet Area,Under Construction,Chennai,1 BHK,Luxury Enclave,1450.64,3,3,329.08
Plot Area,Ready To Move,Hyderabad,4 BHK,Sunrise Residency,2099.05,3,2,333.81
Plot Area,Immediate Possession,Hyderabad,1 RK,Oceanic Towers,1762.75,4,2,127.57
Plot Area,Ready To Move,Chennai,4 BHK,Dream Homes,2611.08,1,0,449.79
Super built-up Area,Ready To Move,Hyderabad,2 BHK,Dream Homes,2946.25,3,2,451.01
Plot Area,Immediate Possession,Mumbai,4 BHK,Luxury Enclave,3880.47,1,2,179.98
Built-up Area,Ready To Move,Hyderabad,1 RK,Dream Homes,3020.19,4,0,247.51
Plot Area,Immediate Possession,Kolkata,1 BHK,Skyline View,1027.3,2,1,489.23
Built-up Area,Under Construction,Bangalore,4 BHK,Oceanic Towers,3256.3,4,2,74.48
Carpet Area,Ready To Move,Ahmedabad,1 RK,Palm Meadows,3640.78,1,2,313.86
Built-up Area,Ready To Move,Pune,1 BHK,Oceanic Towers,4311.33,4,1,15.41
Plot Area,Ready To Move,Hyderabad,1 RK,Dream Homes,2493.55,4,0,259.88
Super built-up Area,Immediate Possession,Kolkata,1 BHK,Skyline View,2467.12,2,1,389.85
Plot Area,Under Construction,Mumbai,2 BHK,Dream Homes,2752.83,2,1,460.14
Plot Area,Under Construction,Hyderabad,1 RK,Skyline View,1657.52,4,2,103.71
Super built-up Area,Ready To Move,Hyderabad,4 BHK,Dream Homes,4338.89,1,3,493.38
Carpet Area,Immediate Possession,Kolkata,2 RK,Sunrise Residency,2810.56,4,1,308.5
Plot Area,Under Construction,Mumbai,2 RK,Luxury Enclave,3634.47,1,0,127.63
Super built-up Area,Under Construction,Hyderabad,2 BHK,Green Heights,1660.79,4,1,453.23
Super built-up Area,Immediate Possession,Kolkata,3 BHK,Skyline View,2042.99,1,2,123.68
Built-up Area,Under Construction,Bangalore,4 BHK,Palm Meadows,600.78,3,3,341.41
Plot Area,Immediate Possession,Kolkata,3 BHK,Green Heights,3741.6,1,2,158.32
Super built-up Area,Under Construction,Bangalore,2 RK,Green Heights,317.41,3,3,330.04
Super built-up Area,Under Construction,Delhi,2 RK,Green Heights,737.66,2,2,36.13
Super built-up Area,Under Construction,Ahmedabad,1 BHK,Palm Meadows,2147.75,1,2,394.59
Carpet Area,Immediate Possession,Bangalore,2 RK,Sunrise Residency,2001.97,4,3,44.57
Built-up Area,Ready To Move,Bangalore,4 BHK,Dream Homes,2282.58,4,2,301.47
Built-up Area,Ready To Move,Ahmedabad,2 RK,Skyline View,4262.84,4,0,228.75
Carpet Area,Ready To Move,Chennai,1 BHK,Dream Homes,1151.52,3,0,448.85
Plot Area,Ready To Move,Hyderabad,1 BHK,Oceanic Towers,3849.5,4,2,327.44
Built-up Area,Ready To Move,Hyderabad,1 RK,Sunrise Residency,2488.24,4,0,349.66
Super built-up Area,Under Construction,Delhi,4 BHK,Skyline View,3184.04,3,1,445.52
Carpet Area,Under Construction,Chennai,4 BHK,Dream Homes,4845.62,1,0,379.79
Built-up Area,Under Construction,Hyderabad,2 BHK,Green Heights,788.01,4,0,218.25
Super built-up Area,Immediate Possession,Bangalore,2 BHK,Dream Homes,2366.34,4,2,54.67
Plot Area,Immediate Possession,Pune,2 BHK,Luxury Enclave,3954.54,4,2,225.68
Super built-up Area,Immediate Possession,Mumbai,4 BHK,Luxury Enclave,1749.15,3,0,363.99
Super built-up Area,Under Construction,Delhi,2 BHK,Green Heights,4882.97,2,2,262.39
Carpet Area,Under Construction,Chennai,3 BHK,Dream Homes,4589.28,2,3,354.25
Plot Area,Immediate Possession,Mumbai,4 BHK,Oceanic Towers,3459.93,2,0,198.01
Carpet Area,Ready To Move,Kolkata,1 RK,Skyline View,2924.6,1,1,370.13
Built-up Area,Immediate Possession,Delhi,3 BHK,Oceanic Towers,3673.03,3,0,457.56
Carpet Area,Ready To Move,Mumbai,1 BHK,Palm Meadows,2081.83,1,0,304.23
Plot Area,Immediate Possession,Kolkata,1 RK,Dream Homes,3460.1,1,0,103.24
Plot Area,Ready To Move,Ahmedabad,3 BHK,Oceanic Towers,820.18,4,3,473.53
Carpet Area,Immediate Possession,Pune,2 RK,Sunrise Residency,3198.94,2,3,257.58
Built-up Area,Immediate Possession,Delhi,2 RK,Oceanic Towers,4650.62,2,0,235.18
Carpet Area,Immediate Possession,Kolkata,4 BHK,Dream Homes,3100.25,1,2,420.57
Plot Area,Immediate Possession,Mumbai,2 RK,Palm Meadows,4031.68,4,2,68.26
Built-up Area,Ready To Move,Hyderabad,1 BHK,Palm Meadows,3048.96,3,1,397.92
Built-up Area,Under Construction,Mumbai,4 BHK,Sunrise Residency,3936.9,1,1,276.07
Built-up Area,Ready To Move,Mumbai,3 BHK,Luxury Enclave,1950.62,3,0,149.91
Built-up Area,Immediate Possession,Ahmedabad,3 BHK,Luxury Enclave,392.2,4,2,381.7
Plot Area,Under Construction,Pune,1 RK,Dream Homes,892.89,4,2,223.04
Super built-up Area,Under Construction,Kolkata,1 BHK,Sunrise Residency,2205.68,1,0,130.96
Built-up Area,Under Construction,Chennai,1 RK,Skyline View,1406.24,3,1,422.74
Carpet Area,Immediate Possession,Bangalore,1 RK,Dream Homes,3431.54,1,1,468.05
Built-up Area,Immediate Possession,Pune,3 BHK,Green Heights,2210.03,1,1,53.61
Built-up Area,Immediate Possession,Pune,2 RK,Sunrise Residency,4393.89,1,2,100.28
Carpet Area,Ready To Move,Delhi,2 RK,Palm Meadows,3147.35,2,2,163.41
Super built-up Area,Immediate Possession,Delhi,2 BHK,Dream Homes,2219.35,1,1,329.18
Built-up Area,Immediate Possession,Hyderabad,3 BHK,Luxury Enclave,3729.97,3,1,192.21
Built-up Area,Under Construction,Kolkata,3 BHK,Luxury Enclave,2300.5,4,2,159.23
Carpet Area,Immediate Possession,Mumbai,1 RK,Oceanic Towers,3704.0,1,1,325.02
Super built-up Area,Ready To Move,Chennai,2 BHK,Luxury Enclave,1757.49,3,3,22.4
Super built-up Area,Immediate Possession,Chennai,1 RK,Oceanic Towers,2456.57,4,1,400.35
Carpet Area,Under Construction,Hyderabad,2 RK,Oceanic Towers,4207.78,3,0,348.02
Plot Area,Ready To Move,Bangalore,1 BHK,Palm Meadows,1355.79,1,1,350.92
Super built-up Area,Under Construction,Hyderabad,2 RK,Luxury Enclave,2018.36,4,1,340.93
Carpet Area,Ready To Move,Bangalore,4 BHK,Skyline View,3570.99,2,3,265.83
Built-up Area,Ready To Move,Delhi,2 RK,Sunrise Residency,1223.75,4,0,287.1
Carpet Area,Ready To Move,Pune,2 RK,Palm Meadows,2507.01,1,2,189.25
Carpet Area,Under Construction,Ahmedabad,4 BHK,Dream Homes,4110.15,1,3,111.74
Built-up Area,Immediate Possession,Hyderabad,2 RK,Luxury Enclave,3937.36,4,1,424.93
Super built-up Area,Under Construction,Pune,1 BHK,Dream Homes,4162.37,4,1,221.72
Built-up Area,Immediate Possession,Pune,4 BHK,Luxury Enclave,4085.4,4,2,234.51
Plot Area,Ready To Move,Hyderabad,1 BHK,Palm Meadows,2841.15,1,1,278.73
Built-up Area,Immediate Possession,Ahmedabad,2 BHK,Sunrise Residency,4042.79,4,3,86.31
Super built-up Area,Under Construction,Mumbai,1 RK,Luxury Enclave,4563.38,1,1,227.22
Plot Area,Immediate Possession,Pune,4 BHK,Palm Meadows,4521.1,1,3,207.9
Plot Area,Under Construction,Ahmedabad,2 RK,Dream Homes,1222.28,4,2,253.96
Plot Area,Immediate Possession,Hyderabad,3 BHK,Luxury Enclave,1822.49,1,0,150.5
Plot Area,Ready To Move,Kolkata,1 BHK,Dream Homes,3424.07,2,3,415.17
Super built-up Area,Immediate Possession,Hyderabad,4 BHK,Sunrise Residency,3248.15,4,1,219.92
Plot Area,Under Construction,Ahmedabad,1 RK,Luxury Enclave,3545.37,3,3,375.53
Super built-up Area,Immediate Possession,Bangalore,4 BHK,Sunrise Residency,4251.02,3,3,89.01
Carpet Area,Ready To Move,Mumbai,1 RK,Dream Homes,515.78,2,0,478.72
Plot Area,Under Construction,Mumbai,2 RK,Luxury Enclave,3531.63,1,1,45.23
Built-up Area,Under Construction,Chennai,2 BHK,Luxury Enclave,861.72,3,1,368.14
Built-up Area,Ready To Move,Ahmedabad,2 RK,Luxury Enclave,2182.64,2,3,453.81
Built-up Area,Under Construction,Kolkata,2 BHK,Sunrise Residency,491.32,1,3,213.78
Built-up Area,Immediate Possession,Delhi,1 BHK,Oceanic Towers,4973.71,1,0,448.0
Carpet Area,Under Construction,Mumbai,1 BHK,Dream Homes,955.98,1,1,498.86
Super built-up Area,Ready To Move,Chennai,2 RK,Oceanic Towers,2490.92,4,1,271.44
Super built-up Area,Immediate Possession,Hyderabad,1 RK,Palm Meadows,1113.29,4,1,392.77
Super built-up Area,Under Construction,Chennai,3 BHK,Luxury Enclave,4038.38,3,0,366.73
Built-up Area,Ready To Move,Mumbai,1 RK,Luxury Enclave,1228.11,3,3,413.08
Plot Area,Under Construction,Hyderabad,4 BHK,Luxury Enclave,2369.55,2,1,415.65
Built-up Area,Under Construction,Chennai,4 BHK,Skyline View,3857.47,4,1,16.72
Built-up Area,Under Construction,Ahmedabad,4 BHK,Sunrise Residency,1526.2,2,0,145.45
Super built-up Area,Ready To Move,Bangalore,3 BHK,Dream Homes,3821.29,2,3,147.35
Plot Area,Immediate Possession,Chennai,1 BHK,Oceanic Towers,639.86,3,0,80.97
Built-up Area,Ready To Move,Mumbai,2 BHK,Luxury Enclave,1382.65,4,2,16.0
Carpet Area,Ready To Move,Mumbai,1 BHK,Luxury Enclave,1774.04,3,3,111.33
Super built-up Area,Ready To Move,Chennai,2 BHK,Sunrise Residency,1086.31,4,0,356.27
